xvals,yvals,upper,lower,factor,group,period,first_year,last_year
6,1.0220119502252,2.85645390464507,-0.812430004194673,eci,OPEC,1962 - 2016,1962,2016
6.1,0.98910014275263,2.81486416602293,-0.836663880517668,eci,OPEC,1962 - 2016,1962,2016
6.2,0.956188335279914,2.77352817591066,-0.861151505350836,eci,OPEC,1962 - 2016,1962,2016
6.3,0.923276527807563,2.73245433284112,-0.885901277225996,eci,OPEC,1962 - 2016,1962,2016
6.4,0.890364720334774,2.69163581167014,-0.910906371000588,eci,OPEC,1962 - 2016,1962,2016
6.5,0.857452912862277,2.651091510831,-0.936185685106447,eci,OPEC,1962 - 2016,1962,2016
6.6,0.82454110538978,2.61080354007578,-0.96172132929622,eci,OPEC,1962 - 2016,1962,2016
6.7,0.79162929791699,2.5708033997787,-0.987544803944721,eci,OPEC,1962 - 2016,1962,2016
6.8,0.758717490444274,2.53106923874543,-1.01363425785688,eci,OPEC,1962 - 2016,1962,2016
6.9,0.725805682971777,2.491622296084,-1.04001093014045,eci,OPEC,1962 - 2016,1962,2016
7,0.692893875498987,2.45244616270777,-1.0666584117098,eci,OPEC,1962 - 2016,1962,2016
7.1,0.659982068026563,2.41355562236728,-1.09359148631415,eci,OPEC,1962 - 2016,1962,2016
7.2,0.627070260554067,2.37495959211149,-1.12081907100336,eci,OPEC,1962 - 2016,1962,2016
7.3,0.594158453081716,2.3366495939405,-1.14833268777707,eci,OPEC,1962 - 2016,1962,2016
7.4,0.561246645608487,2.29863616738028,-1.1761428761633,eci,OPEC,1962 - 2016,1962,2016
7.5,0.528334838136356,2.26091439822022,-1.20424472194751,eci,OPEC,1962 - 2016,1962,2016
7.6,0.495423030663494,2.22349834483747,-1.23265228351048,eci,OPEC,1962 - 2016,1962,2016
7.7,0.462511223190704,2.18637622884799,-1.26135378246658,eci,OPEC,1962 - 2016,1962,2016
7.8,0.429599415718207,2.14956136103376,-1.29036252959735,eci,OPEC,1962 - 2016,1962,2016
7.9,0.39668760824571,2.1130479041742,-1.31967268768278,eci,OPEC,1962 - 2016,1962,2016
8,0.36377580077292,2.07684450099259,-1.34929289944675,eci,OPEC,1962 - 2016,1962,2016
8.1,0.330863993300387,2.04094573748826,-1.37921775088748,eci,OPEC,1962 - 2016,1962,2016
8.2,0.297952185827597,2.00536120774781,-1.40945683609261,eci,OPEC,1962 - 2016,1962,2016
8.3,0.265040378355027,1.97008438003445,-1.4400036233244,eci,OPEC,1962 - 2016,1962,2016
8.4,0.23212857088264,1.93512246965028,-1.470865327885,eci,OPEC,1962 - 2016,1962,2016
8.5,0.19921676340996,1.90047586532989,-1.50204233850997,eci,OPEC,1962 - 2016,1962,2016
8.6,0.166304955937427,1.86614183804819,-1.53353192617334,eci,OPEC,1962 - 2016,1962,2016
8.7,0.133393148464491,1.83212664882001,-1.56534035189103,eci,OPEC,1962 - 2016,1962,2016
8.8,0.100481340992213,1.79842493300587,-1.59746225102144,eci,OPEC,1962 - 2016,1962,2016
8.9,0.0675695335193506,1.76504398373977,-1.62990491670106,eci,OPEC,1962 - 2016,1962,2016
9,0.034657726046689,1.7319774977384,-1.66266204564502,eci,OPEC,1962 - 2016,1962,2016
9.1,0.00174591857406405,1.69922907793423,-1.6957372407861,eci,OPEC,1962 - 2016,1962,2016
9.2,-0.0311658888985609,1.66679850156111,-1.72913027935823,eci,OPEC,1962 - 2016,1962,2016
9.3,-0.0640776963710762,1.63468423848583,-1.76283963122799,eci,OPEC,1962 - 2016,1962,2016
9.4,-0.0969895038436737,1.60288631663443,-1.79686532432178,eci,OPEC,1962 - 2016,1962,2016
9.5,-0.129901311316198,1.57140380799157,-1.83120643062397,eci,OPEC,1962 - 2016,1962,2016
9.6,-0.162813118788933,1.54023609767119,-1.86586233524905,eci,OPEC,1962 - 2016,1962,2016
9.7,-0.19572492626154,1.50938480026599,-1.90083465278907,eci,OPEC,1962 - 2016,1962,2016
9.8,-0.228636733734146,1.47884508785712,-1.93611855532542,eci,OPEC,1962 - 2016,1962,2016
9.9,-0.26154854120668,1.44861581450764,-1.971712896921,eci,OPEC,1962 - 2016,1962,2016
10,-0.294460348679405,1.41869873212935,-2.00761942948816,eci,OPEC,1962 - 2016,1962,2016
10.1,-0.327372156151857,1.38908957892765,-2.04383389123137,eci,OPEC,1962 - 2016,1962,2016
10.2,-0.360283963624646,1.35978899166607,-2.08035691891536,eci,OPEC,1962 - 2016,1962,2016
10.3,-0.393195771097308,1.33078889682402,-2.11718043901864,eci,OPEC,1962 - 2016,1962,2016
10.4,-0.426107578569914,1.30209653708514,-2.15431169422497,eci,OPEC,1962 - 2016,1962,2016
10.5,-0.459019386042357,1.27370349584789,-2.1917422679326,eci,OPEC,1962 - 2016,1962,2016
10.6,-0.491931193515,1.24560605954814,-2.22946844657814,eci,OPEC,1962 - 2016,1962,2016
10.7,-0.524843000987643,1.21780777372027,-2.26749377569556,eci,OPEC,1962 - 2016,1962,2016
10.8,-0.557754808460286,1.19029923665243,-2.305808853573,eci,OPEC,1962 - 2016,1962,2016
10.9,-0.590666615933003,1.1630841677415,-2.34441739960751,eci,OPEC,1962 - 2016,1962,2016
11,-0.623578423405463,1.13615420649033,-2.38331105330126,eci,OPEC,1962 - 2016,1962,2016
11.1,-0.656490230878033,1.1095121200324,-2.42249258178847,eci,OPEC,1962 - 2016,1962,2016
11.2,-0.689402038350786,1.08314956459316,-2.46195364129473,eci,OPEC,1962 - 2016,1962,2016
11.3,-0.722313845823356,1.05706575177595,-2.50169344342266,eci,OPEC,1962 - 2016,1962,2016
11.4,-0.755225653295853,1.03125858198683,-2.54170988857854,eci,OPEC,1962 - 2016,1962,2016
11.5,-0.788137460768716,1.00572265835368,-2.58199757989112,eci,OPEC,1962 - 2016,1962,2016
11.6,-0.821049268241579,0.980456787163161,-2.62255532364632,eci,OPEC,1962 - 2016,1962,2016
11.7,-0.853961075713929,0.955453273938977,-2.66337542536684,eci,OPEC,1962 - 2016,1962,2016
11.8,-0.886872883186572,0.930714459907975,-2.70446022628112,eci,OPEC,1962 - 2016,1962,2016
11.9,-0.919784690659362,0.90623334149199,-2.74580272281071,eci,OPEC,1962 - 2016,1962,2016
12,-0.952696498131932,0.882005049665093,-2.78739804592896,eci,OPEC,1962 - 2016,1962,2016
6,0.812123462738604,1.56753710294204,0.0567098225351687,eci,No OPEC,1963 - 2016,1963,2016
6.1,0.783356277179876,1.51777214390327,0.0489404104564802,eci,No OPEC,1963 - 2016,1963,2016
6.2,0.7545890916214,1.46818373764972,0.0409944455930766,eci,No OPEC,1963 - 2016,1963,2016
6.3,0.725821906062763,1.41879158951508,0.0328522226104419,eci,No OPEC,1963 - 2016,1963,2016
6.4,0.697054720504168,1.36961318674689,0.024496254261443,eci,No OPEC,1963 - 2016,1963,2016
6.5,0.668287534945633,1.32066783165543,0.0159072382358321,eci,No OPEC,1963 - 2016,1963,2016
6.6,0.639520349386952,1.27197917834281,0.00706152043109098,eci,No OPEC,1963 - 2016,1963,2016
6.7,0.610753163828427,1.22356939383799,-0.00206306618113183,eci,No OPEC,1963 - 2016,1963,2016
6.8,0.581985978269822,1.17547051244647,-0.0114985559068285,eci,No OPEC,1963 - 2016,1963,2016
6.9,0.553218792711226,1.12771010191625,-0.0212725164937941,eci,No OPEC,1963 - 2016,1963,2016
7,0.524451607152668,1.08032575788861,-0.0314225435832766,eci,No OPEC,1963 - 2016,1963,2016
7.1,0.495684421594049,1.03335539900111,-0.0419865558130172,eci,No OPEC,1963 - 2016,1963,2016
7.2,0.466917236035551,0.986840400499195,-0.053005928428093,eci,No OPEC,1963 - 2016,1963,2016
7.3,0.438150050476914,0.940831872739778,-0.0645317717859493,eci,No OPEC,1963 - 2016,1963,2016
7.4,0.409382864918267,0.895384456022472,-0.076618726185938,eci,No OPEC,1963 - 2016,1963,2016
7.5,0.380615679359786,0.85055285586061,-0.089321497141038,eci,No OPEC,1963 - 2016,1963,2016
7.6,0.351848493801162,0.806407482392782,-0.102710494790459,eci,No OPEC,1963 - 2016,1963,2016
7.7,0.323081308242491,0.763020866294221,-0.116858249809239,eci,No OPEC,1963 - 2016,1963,2016
7.8,0.294314122683929,0.72046564911185,-0.131837403743992,eci,No OPEC,1963 - 2016,1963,2016
7.9,0.265546937125309,0.678828694564674,-0.147734820314057,eci,No OPEC,1963 - 2016,1963,2016
8,0.236779751566753,0.638197530328424,-0.164638027194917,eci,No OPEC,1963 - 2016,1963,2016
8.1,0.208012566008173,0.598664378130387,-0.182639246114042,eci,No OPEC,1963 - 2016,1963,2016
8.2,0.179245380449529,0.560321856934628,-0.20183109603557,eci,No OPEC,1963 - 2016,1963,2016
8.3,0.150478194890963,0.523261699267829,-0.222305309485903,eci,No OPEC,1963 - 2016,1963,2016
8.4,0.12171100933239,0.487571411838666,-0.244149393173885,eci,No OPEC,1963 - 2016,1963,2016
8.5,0.0929438237737839,0.453329721377595,-0.267442073830027,eci,No OPEC,1963 - 2016,1963,2016
8.6,0.0641766382151924,0.420603557289473,-0.292250280859088,eci,No OPEC,1963 - 2016,1963,2016
8.7,0.0354094526566406,0.389443697402146,-0.318624792088865,eci,No OPEC,1963 - 2016,1963,2016
8.8,0.00664226709800256,0.359882104619657,-0.346597570423651,eci,No OPEC,1963 - 2016,1963,2016
8.9,-0.0221249184605831,0.331929292957424,-0.37617912987859,eci,No OPEC,1963 - 2016,1963,2016
9,-0.0508921040192157,0.305574105133956,-0.407358313172387,eci,No OPEC,1963 - 2016,1963,2016
9.1,-0.0796592895777434,0.280784604000589,-0.440103183156076,eci,No OPEC,1963 - 2016,1963,2016
9.2,-0.10842647513632,0.257509897981775,-0.474362848254414,eci,No OPEC,1963 - 2016,1963,2016
9.3,-0.137193660694969,0.235683133970924,-0.510070455360862,eci,No OPEC,1963 - 2016,1963,2016
9.4,-0.165960846253626,0.21522502599996,-0.547146718507212,eci,No OPEC,1963 - 2016,1963,2016
9.5,-0.194728031812142,0.196048186675372,-0.585504250299655,eci,No OPEC,1963 - 2016,1963,2016
9.6,-0.223495217370757,0.178061008165054,-0.625051442906569,eci,No OPEC,1963 - 2016,1963,2016
9.7,-0.252262402929325,0.16117046057883,-0.665695266437481,eci,No OPEC,1963 - 2016,1963,2016
9.8,-0.281029588487917,0.145285114379636,-0.70734429135547,eci,No OPEC,1963 - 2016,1963,2016
9.9,-0.309796774046511,0.130315670440923,-0.749909218533944,eci,No OPEC,1963 - 2016,1963,2016
10,-0.338563959605119,0.116180209867453,-0.793308129077691,eci,No OPEC,1963 - 2016,1963,2016
10.1,-0.367331145163698,0.102799708036154,-0.837461998363551,eci,No OPEC,1963 - 2016,1963,2016
10.2,-0.39609833072227,0.0901030530812876,-0.882299714525828,eci,No OPEC,1963 - 2016,1963,2016
10.3,-0.424865516280879,0.0780245023124445,-0.927755534874202,eci,No OPEC,1963 - 2016,1963,2016
10.4,-0.453632701839478,0.0665049004115405,-0.973770304090497,eci,No OPEC,1963 - 2016,1963,2016
10.5,-0.482399887398103,0.0554901595395467,-1.02028993433575,eci,No OPEC,1963 - 2016,1963,2016
10.6,-0.511167072956638,0.0449321267314621,-1.06726627264474,eci,No OPEC,1963 - 2016,1963,2016
10.7,-0.539934258515241,0.0347871228306311,-1.11465563986111,eci,No OPEC,1963 - 2016,1963,2016
10.8,-0.568701444073803,0.0250165591291356,-1.16241944727674,eci,No OPEC,1963 - 2016,1963,2016
10.9,-0.597468629632423,0.0155854208931764,-1.21052268015802,eci,No OPEC,1963 - 2016,1963,2016
11,-0.626235815191033,0.006462689714131,-1.2589343200962,eci,No OPEC,1963 - 2016,1963,2016
11.1,-0.655003000749613,-0.00237926220448581,-1.30762673929474,eci,No OPEC,1963 - 2016,1963,2016
11.2,-0.683770186308198,-0.0109657894440931,-1.3565745831723,eci,No OPEC,1963 - 2016,1963,2016
11.3,-0.712537371866799,-0.0193189299025257,-1.40575581383107,eci,No OPEC,1963 - 2016,1963,2016
11.4,-0.741304557425331,-0.0274587154041821,-1.45515039944648,eci,No OPEC,1963 - 2016,1963,2016
11.5,-0.770071742983948,-0.0354030280340778,-1.50474045793382,eci,No OPEC,1963 - 2016,1963,2016
11.6,-0.79883892854254,-0.0431687518642393,-1.55450910522084,eci,No OPEC,1963 - 2016,1963,2016
11.7,-0.827606114101126,-0.050769563643005,-1.60444266455925,eci,No OPEC,1963 - 2016,1963,2016
11.8,-0.856373299659732,-0.0582187363870118,-1.65452786293245,eci,No OPEC,1963 - 2016,1963,2016
11.9,-0.885140485218293,-0.0655277250342011,-1.70475324540239,eci,No OPEC,1963 - 2016,1963,2016
12,-0.913907670776903,-0.0727081985897146,-1.75510714296409,eci,No OPEC,1963 - 2016,1963,2016
6,0.575681298513315,3.30731036936759,-2.15594777234096,eci,OPEC,1963 - 2016,1963,2016
6.1,0.546914112954821,3.27203042070547,-2.17820219479582,eci,OPEC,1963 - 2016,1963,2016
6.2,0.518146927395799,3.2369674182042,-2.20067356341261,eci,OPEC,1963 - 2016,1963,2016
6.3,0.489379741837229,3.2020660055482,-2.22330652187375,eci,OPEC,1963 - 2016,1963,2016
6.4,0.460612556278584,3.1673835699414,-2.24615845738423,eci,OPEC,1963 - 2016,1963,2016
6.5,0.431845370719939,3.13289555859622,-2.26920481715634,eci,OPEC,1963 - 2016,1963,2016
6.6,0.403078185161671,3.09858214677523,-2.29242577645189,eci,OPEC,1963 - 2016,1963,2016
6.7,0.374310999602799,3.06449255047175,-2.31587055126615,eci,OPEC,1963 - 2016,1963,2016
6.8,0.345543814044381,3.03060651862423,-2.33951889053547,eci,OPEC,1963 - 2016,1963,2016
6.9,0.316776628485735,2.99690407706024,-2.36335082008877,eci,OPEC,1963 - 2016,1963,2016
7,0.288009442927241,2.9634184616583,-2.38739957580382,eci,OPEC,1963 - 2016,1963,2016
7.1,0.259242257368596,2.93014431589751,-2.41165980116032,eci,OPEC,1963 - 2016,1963,2016
7.2,0.230475071810026,2.89706538249599,-2.43611523887593,eci,OPEC,1963 - 2016,1963,2016
7.3,0.201707886251532,2.86418711809607,-2.460771345593,eci,OPEC,1963 - 2016,1963,2016
7.4,0.172940700692812,2.83151990532413,-2.48563850393851,eci,OPEC,1963 - 2016,1963,2016
7.5,0.144173515134053,2.79907648963694,-2.51072945936883,eci,OPEC,1963 - 2016,1963,2016
7.6,0.115406329575861,2.7668235692047,-2.53601091005298,eci,OPEC,1963 - 2016,1963,2016
7.7,0.0866391440169894,2.73479663896834,-2.56151835093436,eci,OPEC,1963 - 2016,1963,2016
7.8,0.0578719584584952,2.70296633254515,-2.58722241562816,eci,OPEC,1963 - 2016,1963,2016
7.9,0.0291047728998878,2.67135772207328,-2.61314817627351,eci,OPEC,1963 - 2016,1963,2016
8,0.000337587341242628,2.63995638222864,-2.63928120754616,eci,OPEC,1963 - 2016,1963,2016
8.1,-0.0284295982175157,2.60877307646859,-2.66563227290362,eci,OPEC,1963 - 2016,1963,2016
8.2,-0.057196783775859,2.57779951628477,-2.69219308383649,eci,OPEC,1963 - 2016,1963,2016
8.3,-0.0859639693347305,2.5470412050127,-2.71896914368216,eci,OPEC,1963 - 2016,1963,2016
8.4,-0.114731154893149,2.51649429895014,-2.74595660873644,eci,OPEC,1963 - 2016,1963,2016
8.5,-0.143498340451606,2.48616922178608,-2.77316590268929,eci,OPEC,1963 - 2016,1963,2016
8.6,-0.172265526010213,2.45605633684722,-2.80058738886764,eci,OPEC,1963 - 2016,1963,2016
8.7,-0.201032711568821,2.42615940116452,-2.82822482430216,eci,OPEC,1963 - 2016,1963,2016
8.8,-0.229799897127692,2.39647956266175,-2.85607935691714,eci,OPEC,1963 - 2016,1963,2016
8.9,-0.258567082686337,2.3670131809784,-2.88414734635108,eci,OPEC,1963 - 2016,1963,2016
9,-0.287334268244643,2.33776533536735,-2.91243387185663,eci,OPEC,1963 - 2016,1963,2016
9.1,-0.316101453803212,2.30873317946677,-2.9409360870732,eci,OPEC,1963 - 2016,1963,2016
9.2,-0.34486863936182,2.27991875337945,-2.96965603210308,eci,OPEC,1963 - 2016,1963,2016
9.3,-0.373635824920635,2.25132354876321,-2.99859519860448,eci,OPEC,1963 - 2016,1963,2016
9.4,-0.402403010478978,2.22294260189481,-3.02774862285277,eci,OPEC,1963 - 2016,1963,2016
9.5,-0.431170196037435,2.19477924765716,-3.05711963973203,eci,OPEC,1963 - 2016,1963,2016
9.6,-0.459937381596268,2.16683042020778,-3.08670518340032,eci,OPEC,1963 - 2016,1963,2016
9.7,-0.488704567154763,2.13909589421553,-3.11650502852506,eci,OPEC,1963 - 2016,1963,2016
9.8,-0.517471752713313,2.11158077734179,-3.14652428276842,eci,OPEC,1963 - 2016,1963,2016
9.9,-0.546238938271902,2.08428043362347,-3.17675831016728,eci,OPEC,1963 - 2016,1963,2016
10,-0.57500612383066,2.05719889002642,-3.20721113768774,eci,OPEC,1963 - 2016,1963,2016
10.1,-0.603773309389117,2.03032731199725,-3.23787393077549,eci,OPEC,1963 - 2016,1963,2016
10.2,-0.632540494947592,2.00367461536413,-3.26875560525931,eci,OPEC,1963 - 2016,1963,2016
10.3,-0.66130768050635,1.97723245412175,-3.29984781513445,eci,OPEC,1963 - 2016,1963,2016
10.4,-0.690074866065014,1.95100287213825,-3.33115260426828,eci,OPEC,1963 - 2016,1963,2016
10.5,-0.718842051623622,1.92498923343571,-3.36267333668295,eci,OPEC,1963 - 2016,1963,2016
10.6,-0.747609237182041,1.89918830606824,-3.39440678043232,eci,OPEC,1963 - 2016,1963,2016
10.7,-0.77637642274061,1.87359381335473,-3.42634665883595,eci,OPEC,1963 - 2016,1963,2016
10.8,-0.805143608299331,1.84821390459064,-3.4585011211893,eci,OPEC,1963 - 2016,1963,2016
10.9,-0.833910793857863,1.82304381525691,-3.49086540297263,eci,OPEC,1963 - 2016,1963,2016
11,-0.862677979416414,1.79808224949523,-3.52343820832806,eci,OPEC,1963 - 2016,1963,2016
11.1,-0.891445164975115,1.77332881812254,-3.55621914807278,eci,OPEC,1963 - 2016,1963,2016
11.2,-0.920212350533628,1.74877866142871,-3.58920336249597,eci,OPEC,1963 - 2016,1963,2016
11.3,-0.948979536092104,1.72443646096094,-3.62239553314515,eci,OPEC,1963 - 2016,1963,2016
11.4,-0.97774672165073,1.70030049631207,-3.65579393961353,eci,OPEC,1963 - 2016,1963,2016
11.5,-1.00651390720926,1.67637009089495,-3.68939790531347,eci,OPEC,1963 - 2016,1963,2016
11.6,-1.03528109276798,1.65264069130062,-3.72320287683658,eci,OPEC,1963 - 2016,1963,2016
11.7,-1.06404827832659,1.62911904173279,-3.75721559838597,eci,OPEC,1963 - 2016,1963,2016
11.8,-1.09281546388512,1.60578919042596,-3.7914201181962,eci,OPEC,1963 - 2016,1963,2016
11.9,-1.12158264944377,1.58266078911175,-3.82582608799929,eci,OPEC,1963 - 2016,1963,2016
12,-1.15034983500241,1.55973642961483,-3.86043609961966,eci,OPEC,1963 - 2016,1963,2016
6,0.97291057788825,1.59379804864688,0.352023107129622,eci,No OPEC,1964 - 2016,1964,2016
6.1,0.934971348723204,1.53880045012762,0.331142247318785,eci,No OPEC,1964 - 2016,1964,2016
6.2,0.897032119557944,1.48402775869698,0.310036480418905,eci,No OPEC,1964 - 2016,1964,2016
6.3,0.859092890392717,1.4294893326997,0.288696448085736,eci,No OPEC,1964 - 2016,1964,2016
6.4,0.821153661227699,1.37520836889135,0.267098953564049,eci,No OPEC,1964 - 2016,1964,2016
6.5,0.783214432062543,1.32121202448809,0.245216839636996,eci,No OPEC,1964 - 2016,1964,2016
6.6,0.745275202897442,1.26752230836943,0.223028097425453,eci,No OPEC,1964 - 2016,1964,2016
6.7,0.707335973732209,1.21417214822844,0.200499799235974,eci,No OPEC,1964 - 2016,1964,2016
6.8,0.669396744567066,1.16118908412363,0.1776044050105,eci,No OPEC,1964 - 2016,1964,2016
6.9,0.631457515402024,1.10860763642788,0.154307394376165,eci,No OPEC,1964 - 2016,1964,2016
7,0.593518286236786,1.05647162926744,0.130564943206131,eci,No OPEC,1964 - 2016,1964,2016
7.1,0.555579057071756,1.00481559297605,0.106342521167462,eci,No OPEC,1964 - 2016,1964,2016
7.2,0.517639827906514,0.953693546197979,0.0815861096150496,eci,No OPEC,1964 - 2016,1964,2016
7.3,0.47970059874135,0.90314822294452,0.0562529745381806,eci,No OPEC,1964 - 2016,1964,2016
7.4,0.441761369576316,0.853232699740855,0.0302900394117765,eci,No OPEC,1964 - 2016,1964,2016
7.5,0.403822140411085,0.804010451784415,0.00363382903775444,eci,No OPEC,1964 - 2016,1964,2016
7.6,0.365882911246083,0.755532892678575,-0.023767070186408,eci,No OPEC,1964 - 2016,1964,2016
7.7,0.327943682080798,0.707870264985981,-0.0519829008243861,eci,No OPEC,1964 - 2016,1964,2016
7.8,0.290004452915646,0.661080344458189,-0.0810714386268968,eci,No OPEC,1964 - 2016,1964,2016
7.9,0.252065223750569,0.615228360622498,-0.11109791312136,eci,No OPEC,1964 - 2016,1964,2016
8,0.21412599458536,0.570379657939825,-0.142127668769104,eci,No OPEC,1964 - 2016,1964,2016
8.1,0.176186765420263,0.526589745781372,-0.174216214940845,eci,No OPEC,1964 - 2016,1964,2016
8.2,0.138247536255131,0.483914929376677,-0.207419856866416,eci,No OPEC,1964 - 2016,1964,2016
8.3,0.100308307090028,0.442401002108028,-0.241784387927972,eci,No OPEC,1964 - 2016,1964,2016
8.4,0.0623690779248337,0.402084511390175,-0.277346355540508,eci,No OPEC,1964 - 2016,1964,2016
8.5,0.0244298487596595,0.362991500407112,-0.314131802887793,eci,No OPEC,1964 - 2016,1964,2016
8.6,-0.0135093804053927,0.325131792794991,-0.352150553605777,eci,No OPEC,1964 - 2016,1964,2016
8.7,-0.0514486095705519,0.288507318799455,-0.391404537940559,eci,No OPEC,1964 - 2016,1964,2016
8.8,-0.0893878387356692,0.253102762087049,-0.431878439558388,eci,No OPEC,1964 - 2016,1964,2016
8.9,-0.127327067900801,0.21889142112952,-0.473545556931123,eci,No OPEC,1964 - 2016,1964,2016
9,-0.165266297066063,0.185835878064373,-0.516368472196499,eci,No OPEC,1964 - 2016,1964,2016
9.1,-0.203205526231094,0.153887058565023,-0.560298111027212,eci,No OPEC,1964 - 2016,1964,2016
9.2,-0.241144755396226,0.122992005023277,-0.605281515815729,eci,No OPEC,1964 - 2016,1964,2016
9.3,-0.279083984561361,0.0930903873566466,-0.651258356479369,eci,No OPEC,1964 - 2016,1964,2016
9.4,-0.317023213726484,0.0641190751824118,-0.698165502635379,eci,No OPEC,1964 - 2016,1964,2016
9.5,-0.354962442891754,0.0360144610132542,-0.745939346796761,eci,No OPEC,1964 - 2016,1964,2016
9.6,-0.392901672056792,0.00871231131865835,-0.794515655432243,eci,No OPEC,1964 - 2016,1964,2016
9.7,-0.430840901221998,-0.0178488658245805,-0.843832936619416,eci,No OPEC,1964 - 2016,1964,2016
9.8,-0.468780130387103,-0.0437287113393127,-0.893831549434893,eci,No OPEC,1964 - 2016,1964,2016
9.9,-0.506719359552233,-0.0689835637716441,-0.944455155332822,eci,No OPEC,1964 - 2016,1964,2016
10,-0.54465858871742,-0.0936659496493912,-0.995651227785449,eci,No OPEC,1964 - 2016,1964,2016
10.1,-0.582597817882548,-0.11782487245694,-1.04737076330816,eci,No OPEC,1964 - 2016,1964,2016
10.2,-0.62053704704766,-0.141505949708014,-1.09956814438731,eci,No OPEC,1964 - 2016,1964,2016
10.3,-0.658476276212711,-0.164750380822018,-1.1522021716034,eci,No OPEC,1964 - 2016,1964,2016
10.4,-0.696415505377941,-0.187595184277794,-1.20523582647809,eci,No OPEC,1964 - 2016,1964,2016
10.5,-0.734354734543019,-0.210076146621884,-1.25863332246415,eci,No OPEC,1964 - 2016,1964,2016
10.6,-0.772293963708159,-0.232223900808391,-1.31236402660793,eci,No OPEC,1964 - 2016,1964,2016
10.7,-0.810233192873344,-0.254067005100397,-1.36639938064629,eci,No OPEC,1964 - 2016,1964,2016
10.8,-0.848172422038541,-0.2756311002929,-1.42071374378418,eci,No OPEC,1964 - 2016,1964,2016
10.9,-0.886111651203662,-0.296939320590774,-1.47528398181655,eci,No OPEC,1964 - 2016,1964,2016
11,-0.924050880368752,-0.318012783291473,-1.53008897744603,eci,No OPEC,1964 - 2016,1964,2016
11.1,-0.961990109533889,-0.338870432685291,-1.58510978638249,eci,No OPEC,1964 - 2016,1964,2016
11.2,-0.999929338699095,-0.359530031427984,-1.64032864597021,eci,No OPEC,1964 - 2016,1964,2016
11.3,-1.03786856786413,-0.380006075858994,-1.69573105986926,eci,No OPEC,1964 - 2016,1964,2016
11.4,-1.07580779702931,-0.400313557492245,-1.75130203656637,eci,No OPEC,1964 - 2016,1964,2016
11.5,-1.11374702619446,-0.420465304674707,-1.80702874771422,eci,No OPEC,1964 - 2016,1964,2016
11.6,-1.15168625535955,-0.440473071564793,-1.8628994391543,eci,No OPEC,1964 - 2016,1964,2016
11.7,-1.1896254845247,-0.460347707092559,-1.91890326195683,eci,No OPEC,1964 - 2016,1964,2016
11.8,-1.22756471368984,-0.48009838146136,-1.97503104591831,eci,No OPEC,1964 - 2016,1964,2016
11.9,-1.26550394285488,-0.49973390287838,-2.03127398283137,eci,No OPEC,1964 - 2016,1964,2016
12,-1.30344317202,-0.519262924883706,-2.0876234191563,eci,No OPEC,1964 - 2016,1964,2016
6,1.1895915081189,3.49703600521995,-1.11785298898214,eci,OPEC,1964 - 2016,1964,2016
6.1,1.15165227895386,3.45430496003242,-1.1510004021247,eci,OPEC,1964 - 2016,1964,2016
6.2,1.11371304978876,3.41174733196329,-1.18432123238578,eci,OPEC,1964 - 2016,1964,2016
6.3,1.07577382062379,3.36935675667391,-1.21780911542633,eci,OPEC,1964 - 2016,1964,2016
6.4,1.0378345914584,3.3271525287835,-1.2514833458667,eci,OPEC,1964 - 2016,1964,2016
6.5,0.999895362293433,3.28511143857826,-1.2853207139914,eci,OPEC,1964 - 2016,1964,2016
6.6,0.961956133128325,3.24325119993791,-1.31933893368126,eci,OPEC,1964 - 2016,1964,2016
6.7,0.924016903963009,3.2015742793501,-1.35354047142408,eci,OPEC,1964 - 2016,1964,2016
6.8,0.886077674797971,3.16007304246115,-1.38791769286521,eci,OPEC,1964 - 2016,1964,2016
6.9,0.848138445632863,3.11874062378587,-1.42246373252014,eci,OPEC,1964 - 2016,1964,2016
7,0.810199216467824,3.07759626580083,-1.45719783286518,eci,OPEC,1964 - 2016,1964,2016
7.1,0.772259987302647,3.03663400499154,-1.49211403038624,eci,OPEC,1964 - 2016,1964,2016
7.2,0.73432075813747,2.99585679824307,-1.52721528196813,eci,OPEC,1964 - 2016,1964,2016
7.3,0.696381528972293,2.9552521574932,-1.56248909954862,eci,OPEC,1964 - 2016,1964,2016
7.4,0.658442299807254,2.91483148800516,-1.59794688839065,eci,OPEC,1964 - 2016,1964,2016
7.5,0.620503070642077,2.87459703914637,-1.63359089786222,eci,OPEC,1964 - 2016,1964,2016
7.6,0.5825638414769,2.83454586059567,-1.66941817764187,eci,OPEC,1964 - 2016,1964,2016
7.7,0.544624612311722,2.79467613427212,-1.70542690964867,eci,OPEC,1964 - 2016,1964,2016
7.8,0.506685383146892,2.75499293460776,-1.74162216831398,eci,OPEC,1964 - 2016,1964,2016
7.9,0.468746153981507,2.71549129429957,-1.77799898633655,eci,OPEC,1964 - 2016,1964,2016
8,0.430806924816399,2.67617859446346,-1.81456474483066,eci,OPEC,1964 - 2016,1964,2016
8.1,0.392867695651221,2.63704825268131,-1.85131286137886,eci,OPEC,1964 - 2016,1964,2016
8.2,0.354928466486391,2.59811176678602,-1.88825483381323,eci,OPEC,1964 - 2016,1964,2016
8.3,0.316989237320936,2.55935970015179,-1.92538122550992,eci,OPEC,1964 - 2016,1964,2016
