Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
2015,,27859305,6170,15,"(2010,2015]",AGO,-1.486065745,,41.60195923,3.42802067,,0.024737813,0.891395565,0.001080681,0,1,,,
2016,,28813463,6170,15,"(2015,2020]",AGO,-1.399165869,,,3.367572131,,0.026653391,0.883468492,0.000820903,0,1,,,
1960,,1608800,,,"(1955,1960]",ALB,,,,,,,,,0,0,,,
1961,,1659800,,,"(1960,1965]",ALB,,,,3.120855371,,,,,0,0,,,
1962,,1711319,,,"(1960,1965]",ALB,-0.180795982,,,3.056730503,,0.689513776,0.291746347,0.180688997,0,0,,,
1963,,1762621,,,"(1960,1965]",ALB,0.269752234,,,2.953748762,,0.59454519,0.339594014,0.177117144,0,0,,,
1964,,1814135,,,"(1960,1965]",ALB,-0.352461636,,,2.880686426,,0.531115319,0.463110345,0.115042112,0,0,,,
1965,,1864791,,,"(1960,1965]",ALB,-0.275027364,,,2.754021238,,0.55133687,0.406217314,0.187517079,0,0,,,
1966,,1914573,,,"(1965,1970]",ALB,-0.004672622,,,2.63456388,,0.630767272,0.131083306,0.300207451,0,0,,,
1967,,1965598,,,"(1965,1970]",ALB,0.249249905,,,2.630190345,,0.469336697,0.119763525,0.239638144,0,0,,,
1968,,2022272,,,"(1965,1970]",ALB,-0.070997976,,,2.84251071,,0.515545977,0.165016842,0.306273517,0,0,,,
1969,,2081695,,,"(1965,1970]",ALB,-0.108563721,,,2.896083388,,0.581399907,0.100867966,0.384555858,0,0,,,
1970,3.31e-06,2135479,,,"(1965,1970]",ALB,-0.341560394,,28.98648453,2.550851178,1.559144616,0.597148445,0.141041662,0.295214379,0,0,,,
1971,3.36e-06,2187853,,,"(1970,1975]",ALB,-0.228826419,1.375018643,28.98648453,2.422972017,1.587132335,0.60746059,0.125546952,0.300049242,0,0,,,
1972,3.41e-06,2243126,,,"(1970,1975]",ALB,0.063032925,1.564406728,28.98648453,2.494973107,1.615622401,0.47551255,0.204151751,0.225123599,0,0,,,
1973,3.47e-06,2296752,,,"(1970,1975]",ALB,-0.195708245,1.548961411,28.98648453,2.362552224,1.644623995,0.433973013,0.24921429,0.314149551,0,0,,,
1974,3.53e-06,2350124,,,"(1970,1975]",ALB,0.133021846,1.909349618,28.98648453,2.297214176,1.674146175,0.308133533,0.359329955,0.277950236,0,0,,,
1975,3.59e-06,2404831,,,"(1970,1975]",ALB,0.081118032,1.540034469,28.98648453,2.30115381,1.704198241,0.481178579,0.223953604,0.378149442,0,0,,,
1976,3.63e-06,2458526,,,"(1975,1980]",ALB,-0.096401386,1.246491149,28.98648453,2.208235255,1.739211321,0.286416232,0.629244346,0.221127555,0,0,,,
1977,3.71e-06,2513546,,,"(1975,1980]",ALB,0.072871983,2.023624963,28.98648453,2.213252179,1.773674369,0.509901124,0.401360466,0.30085501,0,0,,,
1978,3.79e-06,2566266,,,"(1975,1980]",ALB,-0.175150812,2.287172674,28.98648453,2.075741895,1.808820248,0.449218358,0.135748825,0.246683941,0,0,,,
1979,3.81e-06,2617832,,,"(1975,1980]",ALB,-0.219978482,0.361304219,28.98648453,1.98945702,1.844662547,0.564043258,0.223172677,0.43593501,0,0,,,
1980,3.95e-06,2671997,,,"(1975,1980]",ALB,0.339818567,3.658347444,28.96780014,2.047963861,1.881214976,0.423833433,0.206641477,0.184657547,0,0,,,
1981,4.01e-06,2726056,,,"(1980,1985]",ALB,-0.050764568,1.440430512,28.95084953,2.002974306,1.950753093,0.339018801,0.325160873,0.113582546,0,0,,,
1982,3.93e-06,2784278,,,"(1980,1985]",ALB,-0.165018693,-1.868722947,28.8164978,2.113271783,2.022861719,0.411620698,0.287714354,0.221763159,0,0,,,
1983,3.99e-06,2843960,,,"(1980,1985]",ALB,-0.02260155,1.458113461,28.8709507,2.120885334,2.097635508,0.504352482,0.205618893,0.238630562,0,0,,,
1984,3.96e-06,2904429,,,"(1980,1985]",ALB,-0.094485983,-0.659757745,28.85170937,2.103936618,2.175173521,0.509996869,0.13079319,0.298252895,0,0,,,
1985,3.92e-06,2964762,,,"(1980,1985]",ALB,-0.163795918,-1.212552897,29.0069809,2.055994609,2.255577564,0.596009793,0.097590318,0.327424942,0,0,,,
1986,4.02e-06,3022635,,,"(1985,1990]",ALB,-0.242179781,2.728088108,28.74865341,1.933220811,2.305439949,0.523622063,0.056320134,0.269671373,0,0,,,
1987,4.04e-06,3083605,,,"(1985,1990]",ALB,0.026845071,0.351223212,28.720047,1.997039956,2.356404781,0.481081012,0.091081289,0.269197175,0,0,,,
1988,3.88e-06,3142336,,,"(1985,1990]",ALB,-0.517586112,-3.962828733,28.86309814,1.886710529,2.408496141,0.486774349,0.061295671,0.284697938,0,0,,,
1989,4.08e-06,3227943,,,"(1985,1990]",ALB,-0.211070925,5.000287665,29.10958672,2.687861989,2.461739063,0.430784975,0.041233097,0.363989897,0,0,,,
1990,3.94e-06,3286542,13350,,"(1985,1990]",ALB,-0.244921893,-3.472890458,29.27083397,1.799085593,2.516158819,0.429164333,0.059851864,0.289017427,0,0,-0.2196933,-1.214047,0.1798743
1991,3.61e-06,3266790,13350,,"(1990,1995]",ALB,-0.48677066,-8.750956247,33.58306503,-0.602809679,2.515733242,0.269227232,0.250260054,0.196333879,0,0,-0.0609989,-1.32791,0.1053487
1992,3.3e-06,3247039,13350,,"(1990,1995]",ALB,-0.240004972,-8.89162567,39.14704132,-0.606434726,2.515307903,0.303212911,0.004121784,0.190915077,0,0,,-1.474467,0.0852775
1993,3.8e-06,3227287,13350,,"(1990,1995]",ALB,-0.249530509,13.90650079,43.94682312,-0.610165793,2.514882565,0.164844792,0.000946387,0.070894545,0,0,0.1604701,-1.055011,-0.3452191
1994,4.28e-06,3207536,13350,,"(1990,1995]",ALB,-0.375070393,11.94332913,33.97460556,-0.613880507,2.514457226,0.16716911,0.021293096,0.061191658,0,0,-0.0323696,-0.7753416,-0.2631729
1995,4.65e-06,3187784,13350,50,"(1990,1995]",ALB,-0.624419987,8.407132576,32.31526184,-0.617703658,2.514031887,0.175498657,0.018244209,0.075895721,0,0,-0.0999005,-0.6881413,-0.4940377
1996,5.53e-06,3168033,13350,50,"(1995,2000]",ALB,-0.371423244,17.27335722,29.44449234,-0.621511399,2.581189394,0.17519265,0.015552222,0.105562776,0,0,-0.5373923,-0.7263464,-0.6865265
1997,4.51e-06,3148281,13350,50,"(1995,2000]",ALB,-0.347707689,-20.38760629,28.84213257,-0.625430097,2.634504318,0.267795636,0.01531325,0.090933465,0,0,-0.5355751,-0.8535895,-0.7335328
1998,4.46e-06,3128530,13350,30,"(1995,2000]",ALB,-0.41324982,-1.0502473,31.75515175,-0.629334393,2.688920259,0.18182065,0.016941054,0.044417024,0,0,-0.3000542,-0.9124896,-0.9453893
1999,5.15e-06,3108778,13350,30,"(1995,2000]",ALB,-0.401932478,14.22353916,35.55105209,-0.633352274,2.744460106,0.086656462,0.009045884,0.02237553,0,0,-0.409166,-0.8937289,-0.9827992
2000,5.31e-06,3089027,13350,30,"(1995,2000]",ALB,-0.062061813,3.212496674,39.44632339,-0.637356834,2.801147461,0.070603016,0.00403929,0.019561962,0,0,-0.3280815,-0.8438178,-1.234697
2001,5.51e-06,3060173,13350,30,"(2000,2005]",ALB,-0.257692397,3.66118717,43.55518341,-0.938470428,2.815089703,0.060165531,0.003850163,0.015470646,0,0,-0.1435136,-0.8820257,-1.214794
2002,5.49e-06,3051010,13350,30,"(2000,2005]",ALB,-0.277172506,-0.378520713,44.93424606,-0.299876697,2.829101563,0.062653026,0.008450234,0.014231245,0,0,-0.1748187,-0.6737055,-0.9813088
2003,5.72e-06,3039616,13350,30,"(2000,2005]",ALB,-0.093122385,3.988561129,45.60919189,-0.374149169,2.843183279,0.059818914,0.003967793,0.017762908,0,0,-0.2544132,-0.6428855,-0.8867127
2004,5.95e-06,3026939,13350,30,"(2000,2005]",ALB,-0.280400723,4.073774209,45.38244629,-0.417931378,2.857334852,0.059304618,0.007714712,0.02510986,0,0,-0.2233962,-0.6012431,-1.046966
2005,6.35e-06,3011487,13350,30,"(2000,2005]",ALB,-0.385761857,6.396237469,46.75490189,-0.511790116,2.871556759,0.064165159,0.022712815,0.026720114,0,0,-0.213195,-0.7535961,-1.096814
2006,6.86e-06,2992547,13350,30,"(2005,2010]",ALB,-0.64585942,7.851138373,48.54279327,-0.630911245,2.878031731,0.065429222,0.015504466,0.036544285,0,0,-0.1544022,-0.3835326,-1.024651
2007,7.37e-06,2970017,13350,30,"(2005,2010]",ALB,-0.519597948,7.103303187,51.57012939,-0.755718755,2.884521484,0.074972396,0.033332464,0.051591528,0,0,-0.0745374,-0.2758868,-0.960541
2008,8.38e-06,2947314,13350,30,"(2005,2010]",ALB,0.392175943,12.8149974,55.02202988,-0.767342959,2.891025543,0.07698237,0.028654539,0.055227372,0,0,0.0451379,-0.2052077,-0.8237638
2009,9.08e-06,2927519,13350,30,"(2005,2010]",ALB,-0.575437307,8.034775481,58.405159,-0.673894046,2.897544622,0.048470737,0.02140561,0.029491169,0,0,0.0554594,0.0977062,-0.623612
2010,9.16e-06,2913021,13350,35,"(2005,2010]",ALB,-0.584859729,0.908941441,62.57332611,-0.496461963,2.904078007,0.073473884,0.052595027,0.068222555,0,0,0.0430514,0.0727473,-0.6100659
2011,9.42e-06,2905195,13350,35,"(2010,2015]",ALB,-0.502854466,2.800117823,61.26256943,-0.269017332,2.910693407,0.07625691,0.073597246,0.060697836,0,0,,,
2012,1.04e-05,2900401,13350,35,"(2010,2015]",ALB,-0.371875554,10.15633614,60.75775528,-0.16515104,2.917346239,0.085929162,0.104941915,0.060012725,0,0,,,
2013,1.03e-05,2895092,13350,30,"(2010,2015]",ALB,-0.393339127,-0.880808592,58.70766068,-0.183211385,2.92403698,0.088906561,0.169306277,0.064539292,0,0,,,
2014,1.1e-05,2889104,13350,30,"(2010,2015]",ALB,-0.642256975,6.425787011,64.01545715,-0.207047,2.930765867,0.067787134,0.098206358,0.047926476,0,0,,,
2015,,2880703,13350,30,"(2010,2015]",ALB,-0.606769025,,64.16197205,-0.291205787,,0.073056,0.061130368,0.05116097,0,0,,,
2016,,2876101,13350,35,"(2015,2020]",ALB,-0.509627938,,,-0.159880412,,0.074417025,0.054046869,0.050502285,0,0,,,
1960,,13411,,,"(1955,1960]",AND,,,,,,,,,1,0,,,
1961,,14375,,,"(1960,1965]",AND,,,,6.941532095,,,,,1,0,,,
1962,,15370,,,"(1960,1965]",AND,,,,6.692697087,,,,,1,0,,,
1963,,16412,,,"(1960,1965]",AND,,,,6.559521703,,,,,1,0,,,
1964,,17469,,,"(1960,1965]",AND,,,,6.241510694,,,,,1,0,,,
1965,,18549,,,"(1960,1965]",AND,,,,5.998799772,,0,0,1,1,0,,,
1966,,19647,,,"(1965,1970]",AND,,,,5.750877566,,,,,1,0,,,
1967,,20758,,,"(1965,1970]",AND,,,,5.500705964,,,,,1,0,,,
1968,,21890,,,"(1965,1970]",AND,,,,5.309819699,,,,,1,0,,,
1969,,23058,,,"(1965,1970]",AND,,,,5.198286928,,,,,1,0,,,
1970,,24276,,,"(1965,1970]",AND,1.012148499,,,5.147542716,,0.212394256,0,0.256337951,1,0,,,
1971,,25559,,,"(1970,1975]",AND,0.927403808,,,5.150129714,,0.175605015,0,0.135962407,1,0,,,
1972,,26892,,,"(1970,1975]",AND,1.565589309,,,5.083933949,,0.210353752,0,0.117063343,1,0,,,
1973,,28232,,,"(1970,1975]",AND,1.386066198,,,4.862724177,,0.190787741,0,0.052724243,1,0,,,
1974,,29520,,,"(1970,1975]",AND,1.048722982,,,4.461191336,,0.293890624,0,0.063017434,1,0,,,
1975,,30705,,,"(1970,1975]",AND,1.229077101,,,3.935750805,,0.196293231,0.000207765,0.079789564,1,0,,,
1976,,31777,,,"(1975,1980]",AND,1.389288664,,,3.431724988,,,,,1,0,,,
1977,,32771,,,"(1975,1980]",AND,1.207064867,,,3.08012203,,0.034900643,0,0,1,0,,,
1978,,33737,,,"(1975,1980]",AND,1.453621626,,,2.905117997,,0.285684171,0,0.041857945,1,0,,,
1979,,34818,,,"(1975,1980]",AND,1.314243913,,,3.153933651,,0.31569048,0,0.039787406,1,0,,,
1980,,36067,,,"(1975,1980]",AND,1.1543051,,,3.524382541,,0.260552398,0.115043924,0.027469102,1,0,,,
1981,,37500,,,"(1980,1985]",AND,1.35985899,,,3.896261313,,0.365523885,0.000184329,0.036903979,1,0,,,
1982,,39114,,,"(1980,1985]",AND,1.339093447,,,4.213952619,,0.110236322,0,0.05902885,1,0,,,
1983,,40867,,,"(1980,1985]",AND,1.241367459,,,4.384243224,,0.30731276,0,0.071354659,1,0,,,
1984,,42706,,,"(1980,1985]",AND,1.249373198,,,4.401653418,,0.400527997,0,0.108577062,1,0,,,
1985,,44600,,,"(1980,1985]",AND,0.929072499,,,4.339443344,,0.303766507,0,0.104630878,1,0,,,
1986,,46517,,,"(1985,1990]",AND,0.89792788,,,4.208397815,,0.257377371,0.075708142,0.056780357,1,0,,,
1987,,48455,,,"(1985,1990]",AND,0.885203362,,,4.081769501,,0.249346514,0,0.03401644,1,0,,,
1988,,50434,,,"(1985,1990]",AND,1.210799217,,,4.003001862,,0.302133104,3.16e-05,0.044156841,1,0,,,
1989,,52448,,,"(1985,1990]",AND,1.25530684,,,3.915665175,,0.220543417,0.000459206,0.044211564,1,0,,,
1990,,54509,,,"(1985,1990]",AND,1.185822964,,,3.854362309,,0.21290582,0.000123168,0.043281787,1,0,,,
1991,,56671,,,"(1990,1995]",AND,1.237512827,,,3.88967904,,0.234967118,0.000159416,0.039976294,1,0,,,
1992,,58888,,,"(1990,1995]",AND,1.490091324,,,3.837471871,,0.196107423,0.001407196,0.029560171,1,0,,,
1993,,60971,,,"(1990,1995]",AND,1.057175636,,,3.476100654,,0.191818578,0.00010929,0.080032635,1,0,,,
1994,,62677,,,"(1990,1995]",AND,1.261070371,,,2.759621289,,0.135373237,0,0.046003882,1,0,,,
1995,,63850,,,"(1990,1995]",AND,1.043650508,,,1.854202829,,0.114316768,0.00075197,0.0484944,1,0,,,
1996,,64360,,,"(1995,2000]",AND,0.887718081,,,0.795573965,,0.220292706,0.042930942,0.039279829,1,0,,,
1997,,64327,,,"(1995,2000]",AND,0.88510108,,,-0.051287233,,0.115035808,0.001218894,0.049466581,1,0,,,
1998,,64142,,,"(1995,2000]",AND,1.204796553,,,-0.288007423,,0.137256199,0.036805915,0.029258378,1,0,,,
1999,,64370,,,"(1995,2000]",AND,1.045185089,,,0.35483105,,0.148393696,0.001488476,0.042745596,1,0,,,
2000,,65390,,,"(1995,2000]",AND,1.216160059,,,1.572165551,,0.117564033,0.002456579,0.022509177,1,0,,,
2001,,67341,,,"(2000,2005]",AND,1.060441256,,,2.939992206,,0.176172826,0.002077158,0.103603191,1,0,,,
2002,,70049,,,"(2000,2005]",AND,1.355066895,,,3.942573353,,0.070110513,0.007106555,0.047133593,1,0,,,
2003,,73182,,,"(2000,2005]",AND,1.0316751,,,4.375449193,,0.140543307,0.025189533,0.041215073,1,0,,,
2004,,76244,,,"(2000,2005]",AND,1.124158263,,,4.098923478,,0.2262983,0.003745331,0.038315507,1,0,,,
2005,,78867,,,"(2000,2005]",AND,0.960069358,,,3.382416554,,0.283279986,0.002425213,0.021679592,1,0,,,
2006,,80991,,,"(2005,2010]",AND,1.042966127,,,2.657514798,,0.323853518,0.000451112,0.030445622,1,0,,,
2007,,82683,,,"(2005,2010]",AND,1.095460296,,,2.067598124,,0.064625703,0.039264732,0.033653315,1,0,,,
2008,,83861,,,"(2005,2010]",AND,1.032538295,,,1.414664768,,0.267548331,0.017301192,0.038683081,1,0,,,
2009,,84462,,,"(2005,2010]",AND,1.14510262,,,0.714106277,,0.267508638,0.024075795,0.023989676,1,0,,,
2010,,84449,,,"(2005,2010]",AND,0.888559699,,,-0.015392722,,0.506828419,0.018526908,0.034447576,1,0,,,
2011,,83751,,,"(2010,2015]",AND,1.197536469,,,-0.829969093,,0.519746864,0.005823213,0.025365797,1,0,,,
2012,,82431,,,"(2010,2015]",AND,1.10825789,,,-1.588653118,,0.271169856,0.091246088,0.02323574,1,0,,,
2013,,80788,,,"(2010,2015]",AND,1.092339039,,,-2.013314011,,0.01733157,0.663869104,0.067705654,1,0,,,
2014,,79223,,,"(2010,2015]",AND,0.365650147,,,-1.956177894,,0.011958232,0.795877836,0.053455678,1,0,,,
2015,,78014,,,"(2010,2015]",AND,0.997005343,,,-1.537836294,,0.034820802,0.003182728,0.132633942,1,0,,,
2016,,77281,,,"(2015,2020]",AND,1.203682423,,,-0.944016798,,0.03662279,0.118064767,0.193729224,1,0,,,
1970,,,,,"(1965,1970]",ANT,0.770085931,,,,,0.010652208,0.927892565,0.003951935,0,0,,,
1971,,,,,"(1970,1975]",ANT,0.386129171,,,,,0.012757413,0.943785243,0.006041137,0,0,,,
1972,,,,,"(1970,1975]",ANT,0.235914603,,,,,0.018021414,0.931346477,0.006419396,0,0,,,
1973,,,,,"(1970,1975]",ANT,-0.165867969,,,,,0.012253079,0.911680488,0.0041139,0,0,,,
1974,,,,,"(1970,1975]",ANT,-0.340755165,,,,,0.013992825,0.959944965,0.002881922,0,0,,,
1975,,,,,"(1970,1975]",ANT,-0.357276261,,,,,0.012632499,0.94781567,0.005355836,0,0,,,
1976,,,,,"(1975,1980]",ANT,-0.425357223,,,,,0.014991334,0.964418058,0.00562328,0,0,,,
1977,,,,,"(1975,1980]",ANT,-0.44900623,,,,,0.008455579,0.979042363,0.001798058,0,0,,,
1978,,,,,"(1975,1980]",ANT,-0.018194644,,,,,0.017444933,0.962861619,0.001009008,0,0,,,
1979,,,,,"(1975,1980]",ANT,-0.148557961,,,,,0.010597233,0.959903236,0.001167473,0,0,,,
1980,,,,,"(1975,1980]",ANT,-0.123989202,,,,,0.008448758,0.974197682,0.002056403,0,0,,,
1981,,,,,"(1980,1985]",ANT,-0.10266009,,,,,0.010758901,0.940775381,0.001133523,0,0,,,
1982,,,,,"(1980,1985]",ANT,0.058104824,,,,,0.006680594,0.959527745,0.000930937,0,0,,,
1983,,,,,"(1980,1985]",ANT,-0.32351473,,,,,0.008582505,0.954761675,0.002652515,0,0,,,
1984,,,,,"(1980,1985]",ANT,-0.043992773,,,,,0.007022747,0.966587874,0.005661116,0,0,,,
1985,,,,,"(1980,1985]",ANT,-0.119620882,,,,,0.023121357,0.932977016,0.008804455,0,0,,,
1986,,,,,"(1985,1990]",ANT,0.207149029,,,,,0.038302957,0.902675152,0.00805705,0,0,,,
1987,,,,,"(1985,1990]",ANT,0.153747573,,,,,0.031513028,0.912465243,0.011590442,0,0,,,
1988,,,,,"(1985,1990]",ANT,0.480579346,,,,,0.085578677,0.800760907,0.028261297,0,0,,,
1989,,,,,"(1985,1990]",ANT,0.319368482,,,,,0.099637672,0.751451621,0.030043584,0,0,,,
1990,,,,,"(1985,1990]",ANT,0.229093432,,,,,0.036412658,0.823470697,0.003392715,0,0,,,
1991,,,,,"(1990,1995]",ANT,0.257283419,,,,,0.028569792,0.862173827,0.001839476,0,0,,,
1992,,,,,"(1990,1995]",ANT,-0.429867148,,,,,0.048088835,0.842347792,0.004655631,0,0,,,
1993,,,,,"(1990,1995]",ANT,-0.18543987,,,,,0.10120228,0.745624281,0.003228909,0,0,,,
1994,,,,,"(1990,1995]",ANT,0.1201685,,,,,0.175787552,0.671148223,0.002696271,0,0,,,
1995,,,,,"(1990,1995]",ANT,-0.128341779,,,,,0.141996429,0.625238466,0.005056849,0,0,,,
1996,,,,,"(1995,2000]",ANT,-0.224595249,,,,,0.142663192,0.676607146,0.014797359,0,0,,,
1997,,,,,"(1995,2000]",ANT,-0.059650768,,,,,0.121313236,0.702025071,0.022863914,0,0,,,
1998,,,,,"(1995,2000]",ANT,0.253262162,,,,,0.103896142,0.626576151,0.0094868,0,0,,,
1999,,,,,"(1995,2000]",ANT,0.052390385,,,,,0.072453345,0.696769021,0.00359203,0,0,,,
2000,,,,,"(1995,2000]",ANT,-0.069899261,,,,,0.051142436,0.778345386,0.008047041,0,0,,,
2001,,,,,"(2000,2005]",ANT,-0.438638747,,,,,0.03551749,0.751891477,0.002681948,0,0,,,
2002,,,,,"(2000,2005]",ANT,-0.181425303,,,,,0.05453657,0.673530921,0.004773027,0,0,,,
2003,,,,,"(2000,2005]",ANT,-0.166089162,,,,,0.070730167,0.727952946,0.012441325,0,0,,,
2004,,,,,"(2000,2005]",ANT,-0.311706007,,,,,0.042920142,0.749536609,0.007003555,0,0,,,
2005,,,,,"(2000,2005]",ANT,-0.189013913,,,,,0.025190544,0.806331073,0.003062366,0,0,,,
2006,,,,,"(2005,2010]",ANT,-0.114564531,,,,,0.039400851,0.809247339,0.005832118,0,0,,,
2007,,,,,"(2005,2010]",ANT,-0.265054315,,,,,0.042421273,0.761222502,0.025269422,0,0,,,
2008,,,,,"(2005,2010]",ANT,-0.046725541,,,,,0.049759264,0.736325749,0.062417469,0,0,,,
2009,,,,,"(2005,2010]",ANT,0.068943128,,,,,0.041835546,0.809327222,0.044043827,0,0,,,
2010,,,,,"(2005,2010]",ANT,-0.212244064,,,,,0.054040426,0.823048093,0.0468729,0,0,,,
2011,,,,,"(2010,2015]",ANT,,,,,,0.100210483,0.892264488,0,0,0,,,
2012,,,,,"(2010,2015]",ANT,,,,,,,,,0,0,,,
2013,,,,,"(2010,2015]",ANT,,,,,,,,,0,0,,,
2014,,,,,"(2010,2015]",ANT,,,,,,,,,0,0,,,
2015,,,,,"(2010,2015]",ANT,,,,,,,,,0,0,,,
1960,,,,,"(1955,1960]",ARB,,,,,,,,,0,0,,,
1961,,,,,"(1960,1965]",ARB,,,,,,,,,0,0,,,
1962,,,,,"(1960,1965]",ARB,,,,,,,,,0,0,,,
1963,,,,,"(1960,1965]",ARB,,,,,,,,,0,0,,,
1964,,,,,"(1960,1965]",ARB,,,,,,,,,0,0,,,
1965,,,,,"(1960,1965]",ARB,,,,,,,,,0,0,,,
1966,,,,,"(1965,1970]",ARB,,,,,,,,,0,0,,,
1967,,,,,"(1965,1970]",ARB,,,,,,,,,0,0,,,
1968,,,,,"(1965,1970]",ARB,,,,,,,,,0,0,,,
1969,,,,,"(1965,1970]",ARB,,,,,,,,,0,0,,,
1970,,,,,"(1965,1970]",ARB,,,,,,,,,0,0,,,
1971,,,,,"(1970,1975]",ARB,,,,,,,,,0,0,,,
1972,,,,,"(1970,1975]",ARB,,,,,,,,,0,0,,,
1973,,,,,"(1970,1975]",ARB,,,,,,,,,0,0,,,
1974,,,,,"(1970,1975]",ARB,,,,,,,,,0,0,,,
1975,,,,,"(1970,1975]",ARB,,,,,,,,,0,0,,,
1976,,,,,"(1975,1980]",ARB,,,,,,,,,0,0,,,
1977,,,,,"(1975,1980]",ARB,,,,,,,,,0,0,,,
1978,,,,,"(1975,1980]",ARB,,,,,,,,,0,0,,,
1979,,,,,"(1975,1980]",ARB,,,,,,,,,0,0,,,
1980,,,,,"(1975,1980]",ARB,,,,,,,,,0,0,,,
1981,,,,,"(1980,1985]",ARB,,,,,,,,,0,0,,,
1982,,,,,"(1980,1985]",ARB,,,,,,,,,0,0,,,
1983,,,,,"(1980,1985]",ARB,,,,,,,,,0,0,,,
1984,,,,,"(1980,1985]",ARB,,,,,,,,,0,0,,,
1985,,,,,"(1980,1985]",ARB,,,,,,,,,0,0,,,
1986,,,,,"(1985,1990]",ARB,,,,,,,,,0,0,,,
1987,,,,,"(1985,1990]",ARB,,,,,,,,,0,0,,,
1988,,,,,"(1985,1990]",ARB,,,,,,,,,0,0,,,
1989,,,,,"(1985,1990]",ARB,,,,,,,,,0,0,,,
1990,,,,,"(1985,1990]",ARB,,,,,,,,,0,0,,,
1991,,,,,"(1990,1995]",ARB,,,,,,,,,0,0,,,
1992,,,,,"(1990,1995]",ARB,,,,,,,,,0,0,,,
1993,,,,,"(1990,1995]",ARB,,,,,,,,,0,0,,,
1994,,,,,"(1990,1995]",ARB,,,,,,,,,0,0,,,
1995,,,,,"(1990,1995]",ARB,,,,,,,,,0,0,,,
1996,,,,,"(1995,2000]",ARB,,,,,,,,,0,0,,,
1997,,,,,"(1995,2000]",ARB,,,,,,,,,0,0,,,
1998,,,,,"(1995,2000]",ARB,,,,,,,,,0,0,,,
1999,,,,,"(1995,2000]",ARB,,,,,,,,,0,0,,,
2000,,,,,"(1995,2000]",ARB,,,,,,,,,0,0,,,
2001,,,,,"(2000,2005]",ARB,,,,,,,,,0,0,,,
2002,,,,,"(2000,2005]",ARB,,,,,,,,,0,0,,,
2003,,,,,"(2000,2005]",ARB,,,,,,,,,0,0,,,
2004,,,,,"(2000,2005]",ARB,,,,,,,,,0,0,,,
2005,,,,,"(2000,2005]",ARB,,,,,,,,,0,0,,,
2006,,,,,"(2005,2010]",ARB,,,,,,,,,0,0,,,
2007,,,,,"(2005,2010]",ARB,,,,,,,,,0,0,,,
2008,,,,,"(2005,2010]",ARB,,,,,,,,,0,0,,,
2009,,,,,"(2005,2010]",ARB,,,,,,,,,0,0,,,
2010,,,,,"(2005,2010]",ARB,,,,,,,,,0,0,,,
2011,,,,,"(2010,2015]",ARB,,,,,,,,,0,0,,,
2012,,,,,"(2010,2015]",ARB,,,,,,,,,0,0,,,
2013,,,,,"(2010,2015]",ARB,,,,,,,,,0,0,,,
2014,,,,,"(2010,2015]",ARB,,,,,,,,,0,0,,,
2015,,,,,"(2010,2015]",ARB,,,,,,,,,0,0,,,
2016,,,,,"(2015,2020]",ARB,,,,,,,,,0,0,,,
1960,,92634,75440,,"(1955,1960]",ARE,,,,,,,,,0,1,,,
1961,,101078,75440,,"(1960,1965]",ARE,,,,8.723625113,,,,,0,1,,,
1962,,112472,75440,,"(1960,1965]",ARE,,,,10.68118058,,,,,0,1,,,
1963,,125566,75440,,"(1960,1965]",ARE,,,,11.0127215,,,,,0,1,,,
1964,,138529,75440,,"(1960,1965]",ARE,,,,9.824817324,,,,,0,1,,,
1965,,150362,75440,,"(1960,1965]",ARE,,,,8.196603003,,,,,0,1,,,
1966,,160481,75440,,"(1965,1970]",ARE,,,,6.512983548,,,,,0,1,,,
1967,,170283,75440,,"(1965,1970]",ARE,,,,5.928620335,,0,0.364996494,0.143272716,0,1,,,
1968,,183194,75440,,"(1965,1970]",ARE,1.386796713,,,7.308394177,,0.652717806,0.003688847,0.0069291,0,1,,,
1969,,203820,75440,,"(1965,1970]",ARE,0.430066198,,,10.66915508,,0.388057269,0.109359303,0.018034912,0,1,,,
1970,0.0002484,235499,75440,,"(1965,1970]",ARE,-0.890681028,,,14.44694158,1.376651049,0.035691769,0.750220944,0.1768711,0,1,,,
1971,0.000240998,278808,75440,,"(1970,1975]",ARE,-0.493269235,-3.025169492,62.85168076,16.88167057,1.398153901,0.041490613,0.78079607,0.149317266,0,1,,,
1972,0.000192448,332760,75440,,"(1970,1975]",ARE,-1.430034161,-22.4961591,62.85168076,17.68981365,1.419992685,0.015073145,0.967160738,0.007287119,0,1,,,
1973,0.000184916,397174,75440,,"(1970,1975]",ARE,-1.667421579,-3.992547196,62.85168076,17.69529624,1.442172527,0.018440027,0.947704236,0.034708813,0,1,,,
1974,0.000160035,471364,75440,,"(1970,1975]",ARE,-3.346894503,-14.45053072,62.85168076,17.12561475,1.464698792,0.002935911,0.980385926,0.010233303,0,1,,,
1975,0.000169601,554324,75440,,"(1970,1975]",ARE,-1.369709492,5.805228175,62.85168076,16.2118734,1.487576962,0.006454238,0.959328571,0.008410799,0,1,,,
