Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
2000,2.09e-05,1988925,37450,70,"(1995,2000]",SVN,1.552410126,3.918639074,60.17819977,0.29607496,3.264190674,0.047184908,0.002149668,0.041163062,1,0,1.032199,0.276576,0.8784777
2001,2.12e-05,1992060,37450,70,"(2000,2005]",SVN,1.565269113,1.256593309,62.22864532,0.157498742,3.270853996,0.047183982,0.001474429,0.050386824,1,0,1.130327,0.3835971,0.880922
2002,2.18e-05,1994530,37450,50,"(2000,2005]",SVN,1.591917753,2.805803984,61.96461105,0.123915442,3.277530909,0.045310558,0.001306127,0.046753249,1,0,1.108661,0.4897279,0.756456
2003,2.19e-05,1995733,37450,50,"(2000,2005]",SVN,1.728485107,0.673330558,66.81812286,0.060296779,3.284221888,0.042105693,0.001148219,0.048213061,1,0,0.9741378,0.5403017,0.7996439
2004,2.28e-05,1997012,37450,50,"(2000,2005]",SVN,1.76459384,4.039689969,69.66574097,0.064066202,3.29092598,0.037705671,0.001524548,0.047697437,1,0,1.089479,0.4495443,0.5413892
2005,2.41e-05,2000474,37450,50,"(2000,2005]",SVN,1.639217496,5.650124384,71.60718536,0.173208905,3.2976439,0.043852326,0.003011452,0.052302082,1,0,1.127101,0.3959751,0.5874487
2006,2.4e-05,2006868,37450,50,"(2005,2010]",SVN,1.508369088,-0.721423657,72.86054993,0.319114537,3.316124678,0.048469401,0.003393088,0.062247781,1,0,1.199844,0.3852456,0.6233675
2007,2.49e-05,2018122,37450,50,"(2005,2010]",SVN,1.485054493,3.76441729,75.28520966,0.559207816,3.334709167,0.053344323,0.004854052,0.052936873,1,0,1.230758,0.4246747,0.5773085
2008,2.75e-05,2021316,37450,50,"(2005,2010]",SVN,1.443367362,9.995579044,75.38684082,0.158140844,3.353397608,0.052649582,0.012096377,0.044099615,1,0,1.208177,0.4186962,0.6429807
2009,2.53e-05,2039669,37450,60,"(2005,2010]",SVN,1.609683037,-8.324300097,72.62969208,0.903875535,3.372190952,0.059792776,0.011306789,0.043886005,1,0,1.280148,0.4193974,0.6572729
2010,2.54e-05,2048583,37450,60,"(2005,2010]",SVN,1.46887517,0.268689088,72.70644379,0.436079485,3.391089439,0.065123018,0.017257166,0.051533228,1,0,1.222873,0.1907766,0.5144439
2011,2.61e-05,2052843,37450,60,"(2010,2015]",SVN,1.481105089,2.792656196,72.85083008,0.207732702,3.41049099,0.066776173,0.022551069,0.060521253,1,0,,,
2012,2.64e-05,2057159,37450,60,"(2010,2015]",SVN,1.47563982,1.034577943,72.12428284,0.210024306,3.430138826,0.07360974,0.030582077,0.057095522,1,0,,,
2013,2.64e-05,2059953,37450,60,"(2010,2015]",SVN,1.487851262,0.185020865,72.06500244,0.135726229,3.450036764,0.069346483,0.041662217,0.049795594,1,0,,,
2014,2.79e-05,2061980,37450,60,"(2010,2015]",SVN,1.581843376,5.513027862,75.66856384,0.098351922,3.470188856,0.068229423,0.034356614,0.046061914,1,0,,,
2015,,2063531,37450,60,"(2010,2015]",SVN,1.531796575,,75.66339874,0.075190689,,0.066840846,0.028435563,0.052173384,1,0,,,
2016,,2065042,37450,60,"(2015,2020]",SVN,1.439597964,,,0.073197207,,0.064086324,0.022059524,0.047371413,1,0,,,
1960,1.2e-05,7484656,54030,,"(1955,1960]",SWE,,,,,2.51887846,,,,1,0,,,
1961,1.27e-05,7519998,54030,,"(1960,1965]",SWE,,5.746829827,,0.471081377,2.546132088,,,,1,0,,,
1962,1.31e-05,7561588,54030,,"(1960,1965]",SWE,2.305464268,3.346914165,,0.551534904,2.569196701,0.350762133,0.003419938,0.145909092,1,0,,,
1963,1.37e-05,7604328,54030,,"(1960,1965]",SWE,2.234789371,4.518172617,,0.563633784,2.587879181,0.337562873,0.003895167,0.131352343,1,0,,,
1964,1.46e-05,7661354,54030,,"(1960,1965]",SWE,2.292239189,6.389626403,,0.747117165,2.606697559,0.341473119,0.004334429,0.132138904,1,0,,,
1965,1.5e-05,7733853,54030,,"(1960,1965]",SWE,2.261068821,2.265885256,,0.941845549,2.625653028,0.329061889,0.00421044,0.133961702,1,0,,,
1966,1.51e-05,7807797,54030,,"(1965,1970]",SWE,2.204831839,0.73198771,,0.951566378,2.644746304,0.304681536,0.004409106,0.126761427,1,0,,,
1967,1.55e-05,7867931,54030,,"(1965,1970]",SWE,2.264220238,2.977048607,,0.767228099,2.663978338,0.278172417,0.006544793,0.107625119,1,0,,,
1968,1.6e-05,7912273,54030,,"(1965,1970]",SWE,2.06511426,2.846096484,,0.561996749,2.683350086,0.272351181,0.011284411,0.118176709,1,0,,,
1969,1.66e-05,7968072,54030,,"(1965,1970]",SWE,2.154631615,3.947143925,,0.702745811,2.70286274,0.262213435,0.008659379,0.115226263,1,0,,,
1970,1.76e-05,8042801,54030,,"(1965,1970]",SWE,2.288848639,5.715171432,51.02004242,0.933484922,2.72251749,0.239020551,0.007497752,0.09811516,1,0,,,
1971,1.77e-05,8098334,54030,,"(1970,1975]",SWE,2.371371031,0.38404241,50.84666443,0.688095591,2.743097305,0.236306842,0.007117463,0.09691367,1,0,,,
1972,1.81e-05,8122300,54030,,"(1970,1975]",SWE,2.268693447,2.205106211,51.0925827,0.295500379,2.763832569,0.232888944,0.007159363,0.09563037,1,0,,,
1973,1.88e-05,8136312,54030,,"(1970,1975]",SWE,2.237263203,4.140373432,52.36685944,0.17236408,2.784724474,0.238872789,0.005547989,0.092895694,1,0,,,
1974,1.92e-05,8159955,54030,,"(1970,1975]",SWE,1.884170651,1.99167934,54.710495,0.290164816,2.80577445,0.23774119,0.011599131,0.088851,1,0,,,
1975,1.95e-05,8192437,54030,,"(1970,1975]",SWE,1.949541807,1.419490231,52.86610031,0.397275735,2.82698369,0.203194792,0.01303384,0.076093316,1,0,,,
1976,1.95e-05,8222286,54030,,"(1975,1980]",SWE,2.115246773,0.29605003,53.68964767,0.363686099,2.848353148,0.18159483,0.01195653,0.052840166,1,0,,,
1977,1.9e-05,8251540,54030,,"(1975,1980]",SWE,1.945584536,-2.749208016,53.99236679,0.3551577,2.869884014,0.159681227,0.014323521,0.048643134,1,0,,,
1978,1.94e-05,8275599,54030,,"(1975,1980]",SWE,2.183984518,2.045284496,55.33090973,0.291145576,2.891577721,0.156047596,0.015559391,0.056974111,1,0,,,
1979,2e-05,8293678,54030,,"(1975,1980]",SWE,2.208029747,2.920212776,56.51461411,0.218223247,2.913435459,0.151805096,0.025961091,0.060305128,1,0,,,
1980,2.01e-05,8310531,54030,,"(1975,1980]",SWE,1.922657728,0.513832554,56.52725983,0.202996792,2.935458422,0.118055143,0.033413083,0.045107286,1,0,,,
1981,2.04e-05,8320503,54030,,"(1980,1985]",SWE,1.973556638,1.554764752,59.41773605,0.119920399,2.954866409,0.114043368,0.032641317,0.043636184,1,0,,,
1982,2.06e-05,8325263,54030,,"(1980,1985]",SWE,2.090687275,1.036978153,63.43296432,0.057191722,2.974403143,0.104229112,0.038778087,0.03511941,1,0,,,
1983,2.11e-05,8329033,54030,,"(1980,1985]",SWE,2.093415976,2.428602068,65.28434753,0.045273605,2.994068861,0.106846759,0.046711131,0.037379438,1,0,,,
1984,2.22e-05,8336605,54030,,"(1980,1985]",SWE,1.944491744,4.790317202,65.80942535,0.090869615,3.013864517,0.112968802,0.043216196,0.038663571,1,0,,,
1985,2.25e-05,8350386,54030,,"(1980,1985]",SWE,2.093249083,1.778663338,67.37892151,0.165170619,3.033790827,0.102052579,0.035698019,0.036576826,1,0,,,
1986,2.42e-05,8369829,54030,,"(1985,1990]",SWE,2.305119038,6.967833424,65.35597992,0.232568885,3.053849459,0.091795349,0.020322782,0.033530117,1,0,,,
1987,2.53e-05,8397804,54030,,"(1985,1990]",SWE,2.297786951,4.408833713,65.92945862,0.333678891,3.074040413,0.088618765,0.021073911,0.031021857,1,0,,,
1988,2.63e-05,8436489,54030,,"(1985,1990]",SWE,2.3807652,3.989743498,65.88119507,0.45959837,3.094364882,0.09662159,0.016322443,0.034821988,1,0,,,
1989,2.69e-05,8492964,54030,,"(1985,1990]",SWE,2.270832539,2.25281743,68.79369354,0.667182921,3.11482358,0.097672254,0.020703497,0.035854021,1,0,,,
1990,2.72e-05,8558835,54030,,"(1985,1990]",SWE,2.389302015,1.191907505,69.77656555,0.772602676,3.1354177,0.091876811,0.022425155,0.034542576,1,0,1.709903,1.32148,1.558699
1991,2.68e-05,8617375,54030,,"(1990,1995]",SWE,2.537024975,-1.364442247,69.15918732,0.681643118,3.140028477,0.081322035,0.024005395,0.031075433,1,0,1.663608,1.136796,1.55844
1992,2.65e-05,8668067,54030,,"(1990,1995]",SWE,2.476945639,-1.298590386,68.54501343,0.586529929,3.144645929,0.079681921,0.024992966,0.030677651,1,0,1.619488,1.078807,1.397467
1993,2.57e-05,8718561,54030,,"(1990,1995]",SWE,2.365962505,-3.036068637,71.10745239,0.580838814,3.149270535,0.081191557,0.027235065,0.032411187,1,0,1.621951,1.251402,1.457347
1994,2.71e-05,8780745,54030,,"(1990,1995]",SWE,2.415507078,5.401652002,73.21691895,0.710705462,3.153901815,0.083559072,0.019168228,0.030060302,1,0,1.639257,1.196028,1.380869
1995,2.9e-05,8826939,54030,70,"(1990,1995]",SWE,2.589306355,6.65791302,74.14066315,0.524703942,3.158539534,0.08497693,0.025773222,0.030286642,1,0,1.575527,1.089572,1.499733
1996,2.99e-05,8840998,54030,70,"(1995,2000]",SWE,2.42989707,2.960143162,74.10652161,0.159147081,3.163184404,0.075383093,0.024197289,0.031906658,1,0,1.687278,1.062721,1.644792
1997,3.08e-05,8846062,54030,70,"(1995,2000]",SWE,2.185616016,3.132875207,75.62360382,0.057262203,3.167836189,0.078563636,0.024677973,0.030130069,1,0,1.681236,1.094758,1.632168
1998,3.2e-05,8850974,54030,70,"(1995,2000]",SWE,2.297607183,3.794404267,77.12928772,0.055512122,3.17249465,0.071473556,0.019450799,0.028121641,1,0,1.687699,1.009851,1.633525
1999,3.36e-05,8857874,54030,70,"(1995,2000]",SWE,2.281371832,4.939371899,78.10162354,0.077927151,3.177160025,0.046278331,0.022787767,0.025993336,1,0,1.728177,1.028318,1.66077
2000,3.6e-05,8872109,54030,70,"(1995,2000]",SWE,2.162885666,6.882262983,80.60840607,0.160575485,3.181832075,0.065970241,0.027857278,0.022616441,1,0,1.663912,1.092235,1.539784
2001,3.53e-05,8895960,54030,90,"(2000,2005]",SWE,2.20405364,-2.12860717,80.56082153,0.268470528,3.19793129,0.068012295,0.023472729,0.024703297,1,0,1.759973,1.153559,1.648412
2002,3.54e-05,8924958,54030,90,"(2000,2005]",SWE,2.267027855,0.459854673,79.49623871,0.325438068,3.214112043,0.069558715,0.021615175,0.02400572,1,0,1.775693,1.377813,1.64409
2003,3.62e-05,8958229,54030,90,"(2000,2005]",SWE,2.256639242,2.249222554,79.88695526,0.372092943,3.230374575,0.068470063,0.022538103,0.023473574,1,0,1.809753,1.416838,1.697407
2004,3.78e-05,8993531,54030,90,"(2000,2005]",SWE,2.244940758,4.297950278,80.86991882,0.393298991,3.246719122,0.066317439,0.02657884,0.026847731,1,0,1.821909,1.382004,1.497448
2005,3.75e-05,9029572,54030,90,"(2000,2005]",SWE,2.11583972,-0.813962087,82.05817413,0.399942763,3.263146877,0.068497777,0.033413669,0.031164592,1,0,1.819708,1.282004,1.645334
2006,3.85e-05,9080505,54030,90,"(2005,2010]",SWE,1.870779514,2.542846612,81.94699097,0.562483906,3.279657364,0.070356876,0.038760212,0.03683274,1,0,1.84965,1.175591,1.717407
2007,4.09e-05,9148092,54030,90,"(2005,2010]",SWE,1.880623698,6.158282952,82.73951721,0.741552515,3.296251535,0.071133278,0.034465739,0.034008008,1,0,1.911839,1.219059,1.793649
2008,4.17e-05,9219637,54030,90,"(2005,2010]",SWE,1.819287419,1.802019081,82.25196838,0.779033291,3.312929392,0.072432598,0.050276257,0.037559989,1,0,1.92982,1.374886,1.848383
2009,3.86e-05,9298515,54030,90,"(2005,2010]",SWE,1.961210012,-7.806849213,81.82205963,0.851904413,3.329692125,0.07791763,0.040605948,0.034701237,1,0,1.974111,1.418857,1.932505
2010,4.02e-05,9378126,54030,95,"(2005,2010]",SWE,1.791364789,4.163719781,81.74022675,0.852524629,3.346539259,0.083648654,0.047236396,0.044178279,1,0,1.984898,1.498523,1.927891
2011,4.21e-05,9449213,54030,90,"(2010,2015]",SWE,1.822950006,4.726656766,80.38259125,0.755150134,3.356361866,0.080044838,0.048286659,0.047321124,1,0,,,
2012,4.28e-05,9519374,54030,90,"(2010,2015]",SWE,1.671781778,1.524327905,79.77987671,0.739763272,3.366213083,0.081931592,0.063054936,0.049622129,1,0,,,
2013,4.25e-05,9600379,54030,90,"(2010,2015]",SWE,1.708074212,-0.588909639,78.74510956,0.847348652,3.376093149,0.082688535,0.049385173,0.041285692,1,0,,,
2014,4.26e-05,9696110,54030,90,"(2010,2015]",SWE,1.749143124,0.239833239,81.72832489,0.992219729,3.386002541,0.086276882,0.049872542,0.040424328,1,0,,,
2015,,9799186,54030,90,"(2010,2015]",SWE,1.657956362,,81.32348633,1.057454686,,0.080582843,0.036491595,0.034589957,1,0,,,
2016,,9923085,54030,90,"(2015,2020]",SWE,1.653547406,,,1.256453985,,0.08250842,0.032539264,0.03455531,1,0,,,
1960,,349174,10640,,"(1955,1960]",SWZ,,,,,,,,,0,0,,,
1961,,357453,10640,,"(1960,1965]",SWZ,,,,2.343351967,,,,,0,0,,,
1962,,365636,10640,,"(1960,1965]",SWZ,,,,2.263441804,,,,,0,0,,,
1963,,373897,10640,,"(1960,1965]",SWZ,,,,2.234205541,,,,,0,0,,,
1964,,382469,10640,,"(1960,1965]",SWZ,,,,2.266724582,,,,,0,0,,,
1965,,391546,10640,,"(1960,1965]",SWZ,,,,2.345540111,,,,,0,0,,,
1966,,401183,10640,,"(1965,1970]",SWZ,,,,2.431467697,,,,,0,0,,,
1967,,411352,10640,,"(1965,1970]",SWZ,,,,2.503161333,,,,,0,0,,,
1968,,422140,10640,,"(1965,1970]",SWZ,,,,2.588771693,,,,,0,0,,,
1969,,433588,10640,,"(1965,1970]",SWZ,,,,2.675776189,,,,,0,0,,,
1970,1.94e-06,445729,10640,,"(1965,1970]",SWZ,,,47.40938187,2.761636956,1.337787747,,,,0,0,,,
1971,1.63e-06,458605,10640,,"(1970,1975]",SWZ,,-17.48768601,45.94527817,2.847812909,1.362463832,,,,0,0,,,
1972,1.84e-06,472230,10640,,"(1970,1975]",SWZ,,12.4368468,49.0146637,2.927688192,1.387595057,,,,0,0,,,
1973,1.75e-06,486561,10640,,"(1970,1975]",SWZ,,-5.197502559,46.87615585,2.989612414,1.413189888,,,,0,0,,,
1974,1.93e-06,501512,10640,,"(1970,1975]",SWZ,,9.889183916,49.14375305,3.026525616,1.439256668,,,,0,0,,,
1975,2.62e-06,517024,10640,,"(1970,1975]",SWZ,,,50.90382004,3.046175976,1.465804458,,,,0,0,,,
1976,2.94e-06,533214,10640,,"(1975,1980]",SWZ,,11.31569914,52.30678177,3.083354943,1.493487954,,,,0,0,,,
1977,2.82e-06,550118,10640,,"(1975,1980]",SWZ,,-4.117165318,53.02072525,3.120995615,1.521694303,,,,0,0,,,
1978,2.54e-06,567559,10640,,"(1975,1980]",SWZ,,-10.48543253,55.84554672,3.121190804,1.550433517,,,,0,0,,,
1979,2.39e-06,585344,10640,,"(1975,1980]",SWZ,,-5.939354608,55.31537247,3.085499989,1.579715371,,,,0,0,,,
1980,2.6e-06,603372,10640,,"(1975,1980]",SWZ,,8.208233141,54.35922623,3.033421334,1.609550238,,,,0,0,,,
1981,3.11e-06,621276,10640,,"(1980,1985]",SWZ,,18.19248616,54.80464935,2.924150571,1.637325048,,,,0,0,,,
1982,3.26e-06,639237,10640,,"(1980,1985]",SWZ,,4.524553745,55.52603149,2.849984999,1.665579081,,,,0,0,,,
1983,3.41e-06,658320,10640,,"(1980,1985]",SWZ,,4.450026618,55.92749786,2.941585766,1.694320679,,,,0,0,,,
1984,3.33e-06,679976,10640,,"(1980,1985]",SWZ,,-2.241879993,55.83578491,3.236636813,1.720000386,,,,0,0,,,
1985,3.27e-06,705085,10640,,"(1980,1985]",SWZ,,-1.769571325,57.87997055,3.626085949,1.742324471,,,,0,0,,,
1986,3.84e-06,734243,10640,,"(1985,1990]",SWZ,,15.97844778,56.47661591,4.052167358,1.747806907,,,,0,0,,,
1987,4.64e-06,766707,10640,,"(1985,1990]",SWZ,,18.97873568,57.44268417,4.326468407,1.753306627,,,,0,0,,,
1988,4.71e-06,800456,10640,,"(1985,1990]",SWZ,,1.463082282,57.44486618,4.307684472,1.758823633,,,,0,0,,,
1989,4.93e-06,832682,10640,,"(1985,1990]",SWZ,,4.50388328,58.84347916,3.94702513,1.764358044,,,,0,0,,,
1990,5.64e-06,861373,10640,,"(1985,1990]",SWZ,,13.5602469,55.311409,3.387581123,1.769909859,,,,0,0,,,
1991,5.84e-06,885623,10640,,"(1990,1995]",SWZ,,3.388097489,55.34440994,2.776372434,1.766300917,,,,0,0,,,
1992,6.15e-06,906034,10640,,"(1990,1995]",SWZ,,5.281755431,55.58143997,2.278548078,1.762699366,,,,0,0,,,
1993,6.61e-06,924025,10640,,"(1990,1995]",SWZ,,7.221366022,55.52891922,1.966229462,1.759105206,,,,0,0,,,
1994,6.44e-06,941774,10640,,"(1990,1995]",SWZ,,-2.716945562,55.3942337,1.902620317,1.755518317,,,,0,0,,,
1995,7.55e-06,960792,10640,70,"(1990,1995]",SWZ,,15.90868015,54.34725189,1.999261362,1.751938701,,,,0,0,,,
1996,8.24e-06,981764,10640,70,"(1995,2000]",SWZ,,8.765099099,52.56267929,2.159300927,1.738208532,,,,0,0,,,
1997,7.7e-06,1003995,10640,70,"(1995,2000]",SWZ,,-6.822216735,51.12889862,2.239136655,1.724585891,,,,0,0,,,
1998,7.56e-06,1026009,10640,70,"(1995,2000]",SWZ,,-1.843122242,53.40533066,2.168947746,1.711070061,,,,0,0,,,
1999,7.22e-06,1045629,10640,70,"(1995,2000]",SWZ,,-4.49112422,52.71466446,1.894209957,1.693920732,,,,0,0,,,
2000,7.68e-06,1061468,10640,70,"(1995,2000]",SWZ,0.016556861,6.132128343,55.7755394,1.503423747,1.676330209,0.258934945,0.000147389,0.00810489,0,0,,,
2001,7.82e-06,1072927,10640,70,"(2000,2005]",SWZ,0.266936541,1.780320922,54.05284882,1.07375721,1.644034624,0.320721556,0.000129672,0.003717861,0,0,,,
2002,6.63e-06,1080930,10640,50,"(2000,2005]",SWZ,0.300441951,-16.50990071,56.27766418,0.743135392,1.612361312,0.350268486,8.89e-05,0.013104705,0,0,,,
2003,6.53e-06,1087392,10640,50,"(2000,2005]",SWZ,0.280508995,-1.551910301,53.03816986,0.5960387,1.581298232,0.370866312,7.49e-05,0.018200805,0,0,,,
2004,6.67e-06,1095053,10640,50,"(2000,2005]",SWZ,0.21682243,2.247993717,51.73638916,0.702059522,1.550833583,0.323811643,0.002808853,0.011168968,0,0,,,
2005,7.38e-06,1105873,10640,50,"(2000,2005]",SWZ,0.506933868,10.02870991,50.63267899,0.983230437,1.52095592,0.321760356,0.018595752,0.02757493,0,0,,,
2006,6.88e-06,1120514,10640,50,"(2005,2010]",SWZ,0.668271482,-7.033551527,51.18159485,1.315244031,1.557643294,0.257564913,0.006536924,0.025275199,0,0,,,
2007,7.34e-06,1138434,10640,50,"(2005,2010]",SWZ,0.912198186,6.554453218,51.81053162,1.586612522,1.595215678,0.230524367,0.000265554,0.012384595,0,0,,,
2008,6.9e-06,1158897,10640,50,"(2005,2010]",SWZ,0.754861534,-6.234172915,51.04184723,1.781505687,1.63369441,0.309802451,0.048822963,0.020015286,0,0,,,
2009,7.21e-06,1180675,10640,50,"(2005,2010]",SWZ,0.900707066,4.39899989,50.6450386,1.861761813,1.673101187,0.30525323,0.010445501,0.015336813,0,0,,,
2010,7.48e-06,1202843,10640,45,"(2005,2010]",SWZ,0.031126659,3.726088562,48.76276016,1.860161258,1.712398052,0.261394802,0.025535805,0.073794542,0,0,,,
2011,7.31e-06,1225258,10640,40,"(2010,2015]",SWZ,0.095118463,-2.317472217,48.45370865,1.846351266,1.74842751,0.254636759,0.012238559,0.049790209,0,0,,,
2012,7.95e-06,1248158,10640,40,"(2010,2015]",SWZ,0.028020611,8.310416619,48.19046783,1.851743043,1.787123084,0.340597731,0.004665162,0.113414106,0,0,,,
2013,7.61e-06,1271456,10640,40,"(2010,2015]",SWZ,0.080684908,-4.344960355,48.03377533,1.849383599,1.828727365,0.338796551,0.019894394,0.076224084,0,0,,,
2014,7.43e-06,1295097,10640,40,"(2010,2015]",SWZ,0.315294385,-2.364248721,50.04388046,1.842289534,1.873510718,0.26569996,0.020667548,0.089521966,0,0,,,
2015,,1319011,10640,40,"(2010,2015]",SWZ,0.193852484,,49.26818085,1.829661753,,0.283407473,0.006293467,0.030807217,0,0,,,
2016,,1343098,10640,40,"(2015,2020]",SWZ,0.030864684,,,1.809667249,,0.296278253,0.004109173,0.023514606,0,0,,,
1960,,,30870,,"(1955,1960]",SXM,,,,,,,,,0,0,,,
1961,,,30870,,"(1960,1965]",SXM,,,,,,,,,0,0,,,
1962,,,30870,,"(1960,1965]",SXM,,,,,,,,,0,0,,,
1963,,,30870,,"(1960,1965]",SXM,,,,,,,,,0,0,,,
1964,,,30870,,"(1960,1965]",SXM,,,,,,,,,0,0,,,
1965,,,30870,,"(1960,1965]",SXM,,,,,,,,,0,0,,,
1966,,,30870,,"(1965,1970]",SXM,,,,,,,,,0,0,,,
1967,,,30870,,"(1965,1970]",SXM,,,,,,,,,0,0,,,
1968,,,30870,,"(1965,1970]",SXM,,,,,,,,,0,0,,,
1969,,,30870,,"(1965,1970]",SXM,,,,,,,,,0,0,,,
1970,,,30870,,"(1965,1970]",SXM,,,,,,,,,0,0,,,
1971,,,30870,,"(1970,1975]",SXM,,,,,,,,,0,0,,,
1972,,,30870,,"(1970,1975]",SXM,,,,,,,,,0,0,,,
1973,,,30870,,"(1970,1975]",SXM,,,,,,,,,0,0,,,
1974,,,30870,,"(1970,1975]",SXM,,,,,,,,,0,0,,,
1975,,,30870,,"(1970,1975]",SXM,,,,,,,,,0,0,,,
1976,,,30870,,"(1975,1980]",SXM,,,,,,,,,0,0,,,
1977,,,30870,,"(1975,1980]",SXM,,,,,,,,,0,0,,,
1978,,,30870,,"(1975,1980]",SXM,,,,,,,,,0,0,,,
1979,,,30870,,"(1975,1980]",SXM,,,,,,,,,0,0,,,
1980,,,30870,,"(1975,1980]",SXM,,,,,,,,,0,0,,,
1981,,,30870,,"(1980,1985]",SXM,,,,,,,,,0,0,,,
1982,,,30870,,"(1980,1985]",SXM,,,,,,,,,0,0,,,
1983,,,30870,,"(1980,1985]",SXM,,,,,,,,,0,0,,,
1984,,,30870,,"(1980,1985]",SXM,,,,,,,,,0,0,,,
1985,,,30870,,"(1980,1985]",SXM,,,,,,,,,0,0,,,
1986,,,30870,,"(1985,1990]",SXM,,,,,,,,,0,0,,,
1987,,,30870,,"(1985,1990]",SXM,,,,,,,,,0,0,,,
1988,,,30870,,"(1985,1990]",SXM,,,,,,,,,0,0,,,
1989,,,30870,,"(1985,1990]",SXM,,,,,,,,,0,0,,,
1990,,,30870,,"(1985,1990]",SXM,,,,,,,,,0,0,,,
1991,,,30870,,"(1990,1995]",SXM,,,,,,,,,0,0,,,
1992,,,30870,,"(1990,1995]",SXM,,,,,,,,,0,0,,,
1993,,,30870,,"(1990,1995]",SXM,,,,,,,,,0,0,,,
1994,,,30870,,"(1990,1995]",SXM,,,,,,,,,0,0,,,
1995,,,30870,,"(1990,1995]",SXM,,,,,,,,,0,0,,,
1996,,,30870,,"(1995,2000]",SXM,,,,,,,,,0,0,,,
1997,,,30870,,"(1995,2000]",SXM,,,,,,,,,0,0,,,
1998,,31240,30870,,"(1995,2000]",SXM,,,,,,,,,0,0,,,
1999,,31084,30870,,"(1995,2000]",SXM,,,,-0.500610762,,,,,0,0,,,
2000,,30519,30870,,"(1995,2000]",SXM,,,,-1.834377687,,,,,0,0,,,
2001,,30600,30870,,"(2000,2005]",SXM,,,,0.265056848,,,,,0,0,,,
2002,,30777,30870,,"(2000,2005]",SXM,,,,0.576764882,,,,,0,0,,,
2003,,31472,30870,,"(2000,2005]",SXM,,,,2.233060387,,,,,0,0,,,
2004,,32488,30870,,"(2000,2005]",SXM,,,,3.177252874,,,,,0,0,,,
2005,3.02e-05,33011,30870,,"(2000,2005]",SXM,,,,1.597004887,,,,,0,0,,,
2006,3.47e-05,33441,30870,,"(2005,2010]",SXM,,14.05045975,,1.294185282,,,,,0,0,,,
2007,3.33e-05,33811,30870,,"(2005,2010]",SXM,,-4.074004946,,1.100350126,,,,,0,0,,,
2008,3.5e-05,33964,30870,,"(2005,2010]",SXM,,4.83947207,,0.451494681,,,,,0,0,,,
2009,3.25e-05,34238,30870,,"(2005,2010]",SXM,,-7.533420046,,0.803499822,,,,,0,0,,,
2010,3.33e-05,34056,30870,,"(2005,2010]",SXM,,2.724274901,,-0.532990983,,,,,0,0,,,
2011,3.25e-05,33435,30870,,"(2010,2015]",SXM,0.150225013,-2.715804592,,-1.840297302,,0.053442024,0.006065174,0.131288358,0,0,,,
2012,1.13e-05,34640,30870,,"(2010,2015]",SXM,0.291203469,,,3.540582819,,0.0257003,0.002574995,0.086037117,0,0,,,
2013,2.85e-05,36607,30870,,"(2010,2015]",SXM,0.57172209,,,5.523039526,,0.063145993,0.013175389,0.096498314,0,0,,,
2014,2.74e-05,37685,30870,,"(2010,2015]",SXM,1.108388186,-4.049551464,,2.902265834,,0.049445234,0.000400331,0.028210829,0,0,,,
2015,,38824,30870,,"(2010,2015]",SXM,-0.314780354,,,2.977647481,,0.016478548,0.132834978,0.207508024,0,0,,,
2016,,39969,30870,,"(2015,2020]",SXM,-0.35852468,,,2.906554154,,0.011881427,0.000229196,0.145140613,0,0,,,
1960,5.8e-06,41700,29120,,"(1955,1960]",SYC,,,,,,,,,0,0,,,
1961,5.57e-06,42889,29120,,"(1960,1965]",SYC,,-4.032124965,,2.811425399,,,,,0,0,,,
1962,5.76e-06,44042,29120,,"(1960,1965]",SYC,,3.485602502,,2.652834129,,,,,0,0,,,
1963,6.16e-06,45176,29120,,"(1960,1965]",SYC,,6.560675665,,2.542224829,,,,,0,0,,,
1964,6.52e-06,46322,29120,,"(1960,1965]",SYC,,5.797672882,,2.505103785,,,,,0,0,,,
1965,5.98e-06,47500,29120,,"(1960,1965]",SYC,,-8.652841128,,2.511270082,,,,,0,0,,,
1966,5.7e-06,48699,29120,,"(1965,1970]",SYC,,-4.83836498,,2.492878496,,,,,0,0,,,
1967,5.92e-06,49911,29120,,"(1965,1970]",SYC,,3.763597082,,2.458292335,,,,,0,0,,,
1968,6.77e-06,51134,29120,,"(1965,1970]",SYC,,13.40877958,,2.420821864,,,,,0,0,,,
1969,6e-06,52365,29120,,"(1965,1970]",SYC,,-12.11119151,,2.378879124,,,,,0,0,,,
1970,7.26e-06,53600,29120,,"(1965,1970]",SYC,-0.729586124,19.13593903,65.72930908,2.331063885,,0.988863652,0,0,0,0,,,
1971,1.2e-05,54695,29120,,"(1970,1975]",SYC,-1.036156774,,66.93141937,2.022322949,,0.948008773,0,0,0,0,,,
1972,1.26e-05,56029,29120,,"(1970,1975]",SYC,-0.843304515,4.502750218,66.6077652,2.409711626,,0.953318203,0,0.000754756,0,0,,,
1973,1.3e-05,56892,29120,,"(1970,1975]",SYC,-0.329940379,3.495124334,67.43545532,1.528531987,,0.927072867,0,0.001229291,0,0,,,
